text,label
i watched this mini in the early eighties sam waterson proved himself to be a great actor in fact when he began law and order i was disappointed in him as it was not as powerful a role unfortunately the good roles do not pay the bills i wish i could find a copy of this rare series and review it it is both factual and entertaining everyone should see it to know what really happened i was so moved i purchased and read the book pppenheimershatterer of worlds and saw how this man became an unlikely hero who was never rewarded for his insight if you get a chance be sure to watch this movie and see what a performance mr waterston can really provide an audience enjoy the movies,1
i liked this a lot in fact if i see it againand i plan to i just may love it ill echo other reviewers in saying that this movie really does grow on you as you watch it starts kind of slowly but the way in enfolds is very natural and has a mood to it you just get into iti really liked the summery atmosphere to the movie and thought the movie was very touching as a whole the characters have a strong element of realism and the movie very slowly and gently weaves a spell as you get involved in the various interactions between them all and want to know how it will ultimately turn out and what paths the characters will choose to take i am very surprised that there are less then a dozen comments on thisthere are obscure tv movies that have more comments then rich in loveone thing that i will say is i missed the ending which is driving me crazy and i have to watch it again to see that this is a movie that may not be for everybody but that i feel is strongly underratedeven some of my most film buff purist friends who have seen almost every movie there is havent seen this and it doesnt even seem to have much of a message board but i liked it a lot and to all those who like family dramas that are warm on scenery atmosphere and an unhurried languid pace should probably take a look at this especially note worthy is that it takes place in south carolina so for those like me who love the south and movies that take place there this is a gem ill add my vote to the woefully few comments and recommend this little known flick,1
this film is terrible honestly the acting is terrible the script made me cringe the effects are completely lousy which i usually dont mind for older films but this was made just two years ago and everything about it just annoys me a few friends go out on halloween into the woods and meet a witch and her cannibal son of course before that it has the clich you really believe that ha ha ha its just a story routine dragged out for a while the witchs cannibal son was made a retard i dont know if it was for comedy or to make it creepy but this film failed at both it has minimal gore and no nudity which made a bad film even worse heck the only good thing about this film is the leg eating scene and even that could of been betterhonestly dont even waste your time watching it on cable and certainly dont consider buying or renting this else youll be kicking yourself for wasting time which could of been spent doing something more constructive or entertaining,0
fool for love is one of the several now forgotten films robert altman directed throughout the s this one a screen adaptation of a sam shepard play that features shepard in the lead role just simply isnt very good altman made many notverygood films over the course of his fascinating career and many times the fault was his but here i think the fault lies with shepard for writing such a flimsy play altmans direction is assured the performances are ok given what the actors have to work with but this inconsequential screenplay goes nowhere and takes its time getting thereshepard is eddie a stuntman who has a lovehate relationship with may kim basinger the two fight endlessly over the course of an evening spent in some dusty motel in the middle of nowhere while a mysterious man harry dean stanton who may be either a figurative or literal father to both eddie and may quietly observes randy quaid rounds out the fourperson cast as a gentleman callerthe only dramatic hook in the entire plot is the suggestion that eddies and mays relationship is incestuous however this hook feels more like a gimmick than anything the screenplay doesnt explore their relationship in any detail and it doesnt use their relationship to explore any more universal themes shepard and basigner create eccentric mannered characters who grow irritating within the first five minutes stanton and quaid have little to do but provide reaction shots the last half hour or so of the film is especially bad when eddies and mays back stories begin to play out in flashback over monotone somnolent voice overchalk this up to another of altmans experiments gone awrygrade c,0
this is a very sad movie really nothing happens in this movie the script is bad i guess theyve just copypaste the first pages to pages the producers must have thought lets create a hollywood movie here in belgium they didnt succeed now in the third week it is only running in antwerp and brussels at h or something in the past we have had really good movies in belgium like daens shades is a waste of your time maybe you could sneak in the theater after youve seen a real movie if youve seen minutes of shades youve seen it all it was advertised to death on local radio and tv i hope it will disappear in the shades soon,0
looking for quo vadis at my local video store i found this version that looked interesting wow it was amazing very much a ken russell kind of film quirky stylized very artistic and of course different nero was presented not so much as evil incarnate but as a wacky unfulfilled emperor who would rather have had a circus career he probably wondered why on earth he was put in the position of leading an empire it wasnt much fun and fun is what he longed for klause maria bandaur had a tremendous time with this role and played it for all it was worth yes nero persecuted the christians with a vengeance one of many who did so at one point one of his henchmen murmurs no one will ever understand we were simply protecting ourselves he got that right,1
heres another of the s westerns that i watch whenever it comes on tcm or fmc because although it may be flawed historically it is extremely entertaining and well acted plus its got randolph scott my favorite actor second only to gary cooperwell ok fourth behind coop charlton heston and gregory peck but the film itself to me anyway is reasonably historically accurate and as i said before well acted and flows very welli bet ive seen it or times and enjoy each viewing more than the one before i have it on tape from tcm but would buy it in a minute if it ever came out on dvd see it if you havent i guarantee youll like it,1
ive been strangely attracted to this film since i saw it on showtime sometime in the early s i say strangely because it is rather a ludicrous bit of softcore fluff a genre im not particularly interested in the dialogue is pompously and nonsensically philosophical making sense no doubt only to its francoitalian producersand the plot completely extraneous what it does achieve is a wonderfully hypnotic and thoroughly pleasant mood the scenery the beautiful philippines softfocus nudity and wonderful score all contribute to a strange and extremely watchable exercise in a sort of film making seldom seen today it is truly one of my great guilty pleasures i was fortunate enough to find it on an old laserdisc and have watched it more times than i think is healthy a worthwhile moodpiece,1
im writing this note as a chess player as well as as a movie viewer i watched the kasparovdeep blue games on the internet i know something about the issues that were raised other chess players will come along and want to know whether this movie is worth seeingbuying and im talking largely to them however ill try not to ignore those who arent into chessthis movie is about the match between garry kasparov and the custombuilt computer deep blue however the first image you see in the movie is not of kasparov or of the computer but of the turk this is an automaton which was built in europe at the turn of the thth century and played winning chess against all comers i put the word automaton in quotes because it was as everyone now knows a fake there was a man inside itif you dont like seeing the turk then you wont be able to stand the movie because the turk has as much screen time as kasparov maybe more both in modern footage and in bw footage from some old movie the reappearance of the turk every few seconds underscores kasparovs charge that deep blue had human assistance that it was to some degree a fake computer that ibm cheated that there was a man inside it working behind the scenes to help it win not only does kasparov believe this but the filmmakers seem to believe it too and so this is not really much of a movie about chess games or about programming chess computers it is a propaganda piece about a big corporation supposedly misusing a helpless grandmaster really it is a lot like a negative campaign ad as it is chock full of ominous music and evocative camera work and spooky sound effects and innuendos we never found out what was behind that locked door and the everpresent turknow most people in the chess community are pretty much convinced that ibm did not cheat and that this was garrys paranoia at work to start with in order for a human to help deep blue beat kasparov it would seem that you would need a human who was better than deep blue and better than kasparov since there was no such person the whole idea is a bit suspect from the start furthermore by the time this movie was made there were computer programs that could run on your pc that could beat strong grandmasters today much more than in we take it for granted that a computer can do things you might not expect and we are less likely to take it as a monumental human tragedy that a computer beat a guy in chess and in fact the bottom line is that kasparov beat himself with two bad mistakes including resigning game in a drawn position as for the chess games you actually see very little of them there are a few comments from masters and commentators that tell briefly how they went but really you dont get to see hardly any of the strategy or tactics at all naturally as a chess player i take this as a major shortcoming but i think that nonplayers are being cheated too imagine a baseball movie for example where you dont hardly get to see any of the game just a commentator telling you that in game four the white sox defeated the astros with such and such a score nobody would make a movie like that but here for example we are told that kasparov made a bad blunder in the opening of the decisive game but we arent shown the position on the screen or told why it was a blunder or what he should have done instead or anything we just see a few seconds of kasparov holding his head in his hands and then more atmospheric sound effects and camera worksince i saw this on dvd let me warn chess players about the dvd as well the jacket promises you that the extras include the games with analysis is this grandmaster analysis which people like us might find interesting no it is the automated computer voice synthesizer analysis from some version of chessmaster that tells you when a piece is attacked and a pawn gets isolated and that you are in the carokann defense main line blahhhh someone might then come along and say well clearly this movie is meant to dramatize the match for the nonplayer and so its unfair to be impatient with it but actually it doesnt do a very good job of reaching out to the nonplayer either it skates over some points that a true novice would really want to have explained for example it says that kasparov could have gotten perpetual check in the second game but it doesnt explain what that is or show what it would have looked like on the board which would have been interesting it flashes back to the kasparovkarpov matches but doesnt explain why there were two of them or who organized them etc i didnt need this information myself but im familiar with it if you dont already have chess experience there are places where you are going to be confused and this is just a defect in the filmultimately i cant recommend the movie which like the turk itself is not what it purports to be a documentary but more of a stage illusion,0
one of the best documentaries released in recent years some points hugo chavez was elected venezuelas president in his support largely coming from the poorer regions of venezuela in a coup briefly deposed chavez at the time irish filmmakers kim bartley and donnacha obriain were in caracas shooting a documentary about chavez for british television their film deconstructs the coup and its aftermath and electrifyingly records history unfolding onthespot outside and inside the presidential palace chavez aimed to free venezuela from the freemarket policies imposed on it by the us though venezuelas oil was already stateowned it was run for private benefit by executives who chavez wished to replace despite being the worlds fourth largest oil supplier venezuela remains swamped by poverty its resources literally sucked away by foreign multinational corporations the documentary begins by portraying chavezs first years as president before the coup it focuses on his popularity with the poor and his various policies which proved popular with working class locals educational plans distribution of the oil revenue grassroot democracy etc chavez was a huge proponent of education and printed thousands of copies of the venezuelan constitution encouraging children and adults to study and understand it when chavez came to power he immediately pledged to redistribute oil profits this understandably made the oil companies nervous a mediawar broke out the six private tv stations promptly began opposing the staterun tv station they questioned chavezs motives sanity and sexual orientation without media support the coup would not have been successful the film makes it clear that coups rely heavily on the media to disseminate information and that news can be easily fabricated under the guise of reestablishing democracy the opposition silenced the staterun tv station dissolved the national electoral board supreme court national assembly and took control of the military moneyed interests backed by the military elite encouraged by the us and cia organised a citizens march on the presidential palace to effect the coup snipers shot at chvez supporters but the private media stations edited footage so it appeared that return fire was aimed at the opposition march that in fact had been safely diverted police went on a shooting rampage against chavez supporters further bloodying the streets chavez held captive refused to resign of course the mediagovernment then lied saying he had resigned but chavezs cabinet members communicated the truth to the international community which eventually got the message back to venezuela by cable tv the people rose up pressuring the return of the president they had elected whom only a referendum could constitutionally replace at a little over an hour long this doc is far too short nevertheless its an engrossing piece of journalism and deals with a form of media warfare which rarely gets touched upon makes a great companion piece to the battle of algiersworth one viewing,1
i have always been a great admirer of nicolas roeg and walkabout is one of my favorite films this is a film version of roegs stage play and while most of the film takes place in a hotel room it still has some of roegs cinematic flare very unique story is about a famous actress theresa russell who after a hard nights work on a film in goes to a hotel to visit a famous professor michael emil and together in his hotel room they talk after awhile she wants to go to bed with him but as they start to get undressed her husband is banging on the door her husband is a famous exbaseball player gary busey and he wants to know what is going on the three of them in the hotel room talk about what is going on and what the future holds for them meanwhile a famous senator tony curtis is threatening to take away the professors papers if he doesnt testify at a hearing theresa russell is just excellent and while shes not trying exactly to impersonate marilyn monroe she does a wonderful job of exuding the phobias and nuances that monroe is very well known for one thing the film does is show her as not only a woman on the verge of a mental breakdown but show her as a physical wreck as well she talks of being unable to have children and at one point in the film she suffers a miscarriage you can make an excellent case that this is russells best performance and i probably wouldnt argue the film does an interesting thing in showing many flashbacks as the characters continue to talk about one thing and in the flashback we see one of many reasons for their actions busey also gives a good solid performance and it reminds me of what a strong persona he gives off on screen emil as the professor is a character that has many more things on his mind then we originally thought the last scene in this film is a demonstration of his darker side one of the highlights of the film for me is the little conversation he has with the elevator man will sampson of cuckoos nest and they discuss what cherokee indians think about at all times but of course the famous scene in this film is where russell demonstrates to emil how she does understand the theory of relativity and uses toys to show this the professor is delighted by her demonstration and so are we russell and roeg are married in real life and they do admirable work when they are in collaboration and this is probably their best film together good performances and a very interesting job of directing make this a challenging and visually thought provoking film,1
only if you are crazy about amber smith should you see this besides her svelte body there is pretty much nothing in terms of cinematic value she even has a lesbian scene in this one my guess is she is trying to metamorphize into those late night scream queens ala shannon tweed and julie strain,0
back in his youth the old man had wanted to marry his first cousin but his family forbid it many decades later the old man has raised three children two boys and one girl and allows his son and daughter to marry and have children soon the sister is bored with brother and jumps in the bed of brother one might think that the three siblings are stuck somewhere on a remote island but no they are upper class europeans going to college and busy in the social worldnever do we see a flirtatious moment between any nonrelated female and the two brothers never do we see any flirtatious moment between any nonrelated male and the one sister all flirtatious moments are shared between only between the brothers and sisterthe weakest part of gladiator was the incest thing the young emperor commodus would have hundreds of slave girls and a city full of marriageminded girls all over him but no he only wanted his sister if movie incest is your cup of tea then sunshine will slowly thrill you to no end,0
i have no idea what idiots gave this movie a palm dor at the cannes film festival because it was atrocious i actually watched the entire thing simply because i couldnt believe that someone would make such a worthless film there is nothing interesting about the plot the characters are devoid of depth and there is no attempt at giving any sort of ambiance with music or sound effects also if you do decide to waste hours of your life by watching this film be sure to bring something to throw up in because the cinematography is simply someone running around with a handheld camcorder and half the time you cant even see the main subjects this style has been used much more successfully in movies such as blair witch because it creates suspense in rosetta there is no plot and no suspense to which that style would lend anything i should have known better when it came on at oclock in the morning that it was going to be horrible,0
from the start this film drags and drags clumsy overdubs explaining the history monochrome acting boring sets total lack of any humanity verve or style the actors look as if they are drugged potentially an interesting story completely wasted surely somebody realised how bad it was at some point in producing it,0
return to me is a charming gem of a movie with an absolutely star studded cast who can go wrong with this modern day fairy tale it also includes many many jokes written by the funny girl herself bonnie hunt who wrote and directed this film david duchovny is also very good showing a different approach then from his everday alterego mulder on my favourite show the xfiles a great date movie,1
this unpleasant film has little to recommend it dolph lundgren gives a performance that is better than either this script or his other action films have allowed and there are occasional snippets of dialog that suggest the film might have been able to provide some insight into a bizarre subculturebut no motivations are either murky or trite most of the acting is subpar the script creates needless confusion and the directors needless fascination with focusing on gore is distractingits hard to imagine who the audience is for this film,0
this film is an absolute classic for camp that is why it was an elvira and mst classic everyone knows the story scientist keeps his girlfriends head alive in a lasagna pan in his basement while he cruises town and tries to find her a body by checking out the local chicks finally he finds a real hourglass body with a scarfaced chicks head on top the severed head makes friends with the failed experiment in the closet and the conehead comes out of the closet and rips off the assistants remaining good arm his other is not right from a scientists earlier failure and the whole place burns downthe movie scared us so much as kids that my friend wouldnt go into his basement for a year after seeing it as kids we ranked the scariest movies of all time and this one was number four only one of those scary movies was really any good the original the hauntingi had to give this movie a seven rating for the tremendous amount of entertainment value it offers its eerie effect because of the crappy production and the weird sexual angle when the scientist looks for the bodies complete with porno sound track scares the hell out of innocent children while the ridiculous aspects make it prime material for watching talking and laughing i could watch this film tonight and enjoy it while id rather go to the dentist than watch chicago againseven is the most i can give it because its entertainment value is mere luck the film as cinema is a disaster,1
the production quality cast premise authentic new england waterbury ct locale and lush john williams score should have resulted in a star collectors item unfortunately all we got was a passable star decent flick mostly memorable for what it tried to dobring an art house style film mainstream the small town locale and story of ordinary people is a genre to itself and if well done will satisfy most grownups jane fonda was unable to hide her braininess enough to make her character believable i wondered why she wasnt doing a post doctorate at yale instead of working in a dead end factory job in waterbury robert diniros character was just a bit too contrived an illiterate nice guy loser who turns out to actually be with a little help from janes character a version of henry ford or thomas edisonthis genre has been more successfully handled by nobodys fool in the mid s and this years about schmidt i wish that the main stream studios would try more stuff for post adolescents and reserve a couple of screens at the multi cinema complexes for those effortsill give it an a for effort,1
i am rating this an because of the premise of the film the acting was fine there wasnt anyone that stood out as amazing or appalling it is disturbingly true that intelligent people are having less and less children or choose to have none at allwhereas dumb ass w in supporters are procreating like rabbits and though i dont believe the earth will actually exist in years i can see mike judges parodied prophet coming to be as life imitating art the world is being run by idiots and it will get worse as the intelligent freethinking people become the minority and the git er done fans outnumber them the proof is our farce of an electionbut i digress if you are fortunate enough to have this playing in your city go see it i have paid my plus popcorn to see far worse rubbish than this date movie or napoleon dynamite anyone there are laughs there are cringes but overall this is entertaining if you have half a brain you will think to yourself how this movie though funny is spot on accurate and a tiny bit uncanny im not surprised at all that this movie is almost completely unknown as fox was the one distributing this and they wouldnt want any of their sheep to see this and think maybe i will read a book and not watch next or cheaters or ow my balls if our society doesnt stop the dumbing down of everythingand the bastardisation of the english language ahem mr bush then this really is where we are going,1
enjoy the opening credits theyre the best thing about this secondrate but inoffensive timekiller which features passable performances from the likes of eric roberts and martin kove the main part however goes to newcomer tommy lee thomas who looks a bit diminutive for this kind of action but who nevertheless occasionally manages to project a bantyrooster kind of belligerence the first time we see him hes barechested sweaty and engaged in that favorite beefcake activity chopping wood after this he has seven more scenes without his shirt including one in which hes hanged by his wrists and zapped with electricity a la mel gibson in lethal weapon he could use a better script however since the manner in which he exposes the truth about corruption and violence inside the prison is never very convincing theres also talk about millions of dollars which apparently is tied in with this investigation but which is never explained there are a few pluses though sending john woodrow undercover as john wilson is an amusing play on a presidential name and costar jody ross nolan shows promise as an inmate who early in the proceedings is shown hanged by his wrists and getting punched by a burly guard one final note the movies low budget is painfully responsible for the lack of extras despite the impressive size of the prison it only seems to hold about inmates note the cast credits at the end arent too helpful for the record the burly baldheaded guard who uses jody nolan as a punching bag is played by bill fishback and the young fairhaired guard who administers electric shocks to tommy lee thomas is played by marc chenail,0
for once a story of hope highlighted over the tragic reality our youth face favela rising draws one into a scary unsafe and unfair world and shows through beautiful color and moving music how one man and his dedicated friends choose not to accept that world and change it through action and art an entertaining interesting emotional aesthetically beautiful film i showed this film to numerous high school students as well who all live in neighborhoods with poverty and and gun violence and they were enamored with anderson the protagonist i recommend this film to all ages over due to subtitles and some images of death from all backgrounds,1
i agree with another user here and have to say that this is one of the best kung fu movies ever i watched this as a kid and absolutely loved it the scaffolding scenes are brilliant and you can really empathise with this guy because he is treated as an outcast nice humour and fantastic kung fu this movie rocks if you like kung fu you would love this,1
i cant help but notice the negative reviews this movie has gotten to be honest i saw the preview for this movie and the premise looked intrigued me yes i rented it after reading others comments they are correct in that some of the acting leaves a lot to be desired they are also correct that one of the best performances of this movie was that of dr gravesalso interesting is scott clark who plays grant the kid in the wheelchair i identify with the character he played perhaps because i am in a wheelchairthis movie is certainly worth your looking at,1
after reading the book which had a lot of meaning for me the movie didnt give me any of the feeling which the book conveyed this makes me wonder if kaufman even liked this book for he successfully made it into something elseeither that or he is simply bad most importantly where is the lightness from the very first scene music drownes out most of the dialogue and feeling and this continues right through the movie i think the makers thought that by having upbeat music playing right through the movie this would make the story feel light however they have completely failed here instead the music manages to give everything that movie feel in a way dramatising events so that we linger on them so that everything actually feels heavyanother example of the how this adaptation fails is by embellishing the story line making it more dramatic in the movie we see franz passing tomas on the street who is on his way to see sabina the introduction of this chance meetingpassing which im sure didnt happen in the book gives tomas story more significance than it does make it lightthere are many other examples where the continuity of the story has been changed imo for the worst however this might have been done because the book simply doesnt convert well into a movie such is kunderas style this makes we wonder if all the generous reviewers on this site were writing with their book and movie experience in mind rather than writing about just the film a film which is as long as it is uncompelling for those who havent read the book yet i recommend just reading that for those who have i have to say you will just be wasting your time and probably end up here writing similar stayclear warnings,0
definitely one of the lesser of the astairerogers musicals its just very poorly plotted and paced it only runs a few minutes longer than swing time for example but it feels a heck of a lot longer this is partly due to the secondary romance between randolph scott and harriet hilliard scott is rarely ever interesting i like hilliard shes sweet and i love at least one of her songs but where are you get thee behind me satan her other number is a weak leftover from top hat thankfully cut from that masterpiece follow the fleet would actually be a bad film if not for at least three brilliant dance sequences between astaire and rogers the dancing contest vies for the top spot of any of their numbers the dance is just fantastic im putting all my eggs in one basket presents the two rehearsing a dance that they dont quite have perfected yet its imperfections make it all the more perfect and lets face the music and dance is easily one of irving berlins best songs so the film is well worth watching for its great moments,1
i say remember where and when you saw this show because i believe if fox gives talk show a chance spike will be right up there with conan in a few years because like conan he is incredibly funny and seems to be just grateful at having his own show which adds to the humorthe funniest bits spike has had so far are the idiot paparatzi and comedy for stoners and if your not high and get cfs what does that say about you in summary this show is funnier in minutes than snl in an hour so lets hope talk show gets the attention it deserves such as an extra half hour more money and a band,1
alexander nevsky is a brilliant piece of cinematic propaganda the people of russia are threatened by two major enemies the mongols and the teutonic knights of the holy roman empire in ordered to unite the warring rival princes in the russian realm nevsky takes charge and fights the lesser of two evils the teutonics this influential film was copied many times over and it still holds up to this day the soundtrack by composer prokiev and eisentsteins direction are a sight and sound to behold many years later john milius used many of the movies scenes set pieces and costumes from this film and incorporated them into conanone of my favorite lines from conan was taken from this movie its not the strength of the iron in a weapon but the strength of the person that wields it is what matters the comparisons are unmistakable the armor that james earl jones and the leader of the teutonic knights wear are virtually identical a true tribute paid from one director to anotheri give alexander nevsky one of my highest recommendations the movie plays like the final act of richard iii the presence of prince alexander on the screen is truly amazing,1
i was watching the beginning of this on a friday midday while working at computer at home relaxing a bit after a hectic week and cleaningup some files and answering some communications got interrupted a couple of times so had trouble getting all the details straight although its hardly a work of hitchcock proportions where missing a detail can through the whole story offkilter and besides it was not exactly an engrossing piece of workso during a commercial read the only prior comment here by mgconlan and pretty much can agree with its detailsnot quite in the category of a film so awful it is fascinatingly good but id like to catch on tape when run again rather than seeing it as aired so i can fast forward as needed and see the parts which i missed this first timegive it a because of the attractiveness of the four primary characters,0
some will say this movie is a guilty pleasure i loved this flick but i dont feel guilty about it you can tell the whole cast and crew had fun making this movie but jack frost wont go over well with some people right from the beginning you can tell this movie will be cheesy and it definitely has an amateurish look to it well if you get the privilege to watch this movie after watching it remember that jack frost revenge of the mutant killer snowman is a pleasure not a guilty pleasure now because i cant fill up ten lines heres some great scenes spoilers the three women on the beach had great deaths the first one had jack in a tree trying to drop icicles on one of them he kept missing so he dropped an anvil on her the next woman fell on a bed of icicles the last one was stabbed in the eyes with tongsthe other great one was where two surfers stoners are hanging out near a frozen pole one of them gets their tongue stuck on it of course jack frost pulls him back a rips his tongue off while saying cowatonguea dude well you have to see it for yourselfand of course the snowball children kicked assend spoilersinfinity stars,1
despite what a lot of other people thought about the first movie i really liked it this one however how to sum it up in one word this movie is and here comes the word crapbut lets look at it part by part here is the plot finally the old queen has been removed from her castle but her successor snow white has problems of another sort the courtjester father of her son has gone astray as the super spliss goes to the extreme to battle his gray hair and sells the royal offspring for some blond and full hair in her desperation snow white seeks the help of bubi otto walkeeswho must first find his other six dwarf companions and then try to find the royal offspring or at least try to find the name of rumpelstiltskinthe whole plot seems to have been written on a weekend where the writers were very drunk but were just under pressure from the studio to write the screenplay yes there are some good jokes even for fans of the first part or for fans of any of the other actors its really not worth buying the the dvd believe me the only thing that at least kind of saves the movie from complete oblivion are the performances of some of the actors thats why i gave the move sadly the script is so bad that none of the actors or all of them combined can make up for the bad storyfor example at one point they even cross over in our reality and sadly they dont do anything funny while being here still a lot of great actors in this movie otto waalkes ralf schmitz martin schneider nina hagen cosma shiva hagen especially funny rdiger hoffmann as the mirror helge schneider and many more but sadly all these comedians arent able to bring this really bad script to life maybe it is a treat for some hardcore fans but for regular movie goers or by now dvd renters or buyers its not worth the money i even regret renting the movie,0
carriers follows the exploits of two guys and two gals in a stolen mercedes with the words road warrior on the hood hightailing it down the highway for the beach with surfboards strapped to the top of their car brian chris pine of star trek is driving and his girlfriend bobby piper perabo of coyote uglyhas shotgun while brians younger brother danny lou taylor pucci of fanboys and his friendnot exactly girlfriendkate emily vancamp of the ring occupy the backseat this quartet of twentysomething characters are living in a nightmare apparently a viral pandemicwhich codirectors coscenarists alex pastor and david pastor tell us absolutely nothing abouthas devastated america naturally the lack of exposition shaves off at least fifteen minutes that would have slowed down this cynical melodrama about how humans degenerate in a crisis and become their own worst enemiesthis lethal virus gives you the shingles and then you bleed and die most everybody runs around wearing those white masks strapped to their nose and mouth by a thin rubber band initially this foursome encounters a desperate father frank christopher meloni of runaway brideand his cute little daughter jodie kiernan shipka of land of the lost blocking the highway with their suv brian swerves around frank when he tries to waylay them but in the process the oil pan in their mercedes ruptures and they wind up on foot reluctantly they hitch a ride with frank after they seal jodie up in the rear of the suv she wears a mask over her nose and mouth and it is speckled with blood frank has heard that doctors are curing ailing people at a hospital and they head to it sadly somebody has lied to frank the hospital physician is giving the last couple of kids some koolaid that will put them out of their misery the cure did not improve their condition everybody else in town is dead kate tries without success to get a dial tone on every phone frank realizes that there is no hope for his daughter and he lets the heroic quartet appropriate his suv and take offindeed carriers qualifies as a relentlessly depressing movie about the effects of a pandemic on four sympathetic people who degenerate into homicidal murderers to protect themselves they reach a country club and frolic around on a golf course until another four show up in suits and masks with pumpaction shotguns incredibly our protagonists manage to escape without getting shot but brian has a scare when he almost falls into the water with a floating corpse eventually they discover that one of them has become infected later as they are about to run out of gas brian blocks the highway like frank did at the outset danny tries to stop a pair of older christian women driving the car danny lies that his pregnant wife is about to give birth and he needs their help brian throws caution to the wind and blasts away at the ladies with his automatic pistol when they refuse to help them brian catches a slug in the leg from the passenger but he kills her nocarriers is not a beer pizza movie that you can either laugh off or laugh with because the humor is virtually nonexistent by the end of this minute movie our heroes have turned into villains who only care only for themselves and their plight chris pine makes quite an impression as funloving brian and his energetic performance is the only reason to hang with this hokum while the only other wellknown actress piper perabo is relegated to an inconsequential girlfriend role as bobby she makes tragic the mistake of showing compassion to a dying little girl and pays an awful price it is a testament to pines performance that he can change his character to the point of putting himself before others essentially pine has the only role that gives him the ability to pull a oneeighty from happygolucky guy to heartless guy the two directors are spanish brothers and they never let the momentum flag since there is no relief in sight carriers sinks into predictability irrversible cinematographer benot debie does a fantastic job with his widescreen lensing and as unsavory as this road trip becomes debie makes it look like a dynamic film aside from the lack of a happy ending or closure in any sense of the word carriers suffers because it is so horribly cynical the scene when the german shepherd attacks danny conjures up the most suspense but even it could have been improved unfortunately the pastor brothers do not scare up either much tension or suspense by fadeout you really dont care what happens to anybody,0
while possibly the stupidest most tasteless and violent slapstick comedy ever made guest house is also a very funny one dont listen to the critics they have no sense of humour while the climax runs out of steam but not vomit its still a funny party movie seven candles in the eye out of ten,1
a real classic ten out of ten every actor is perfect the screenplay is a haunting succession of suspenseful scenes scenes in car and scenes in the mountains are breathtaking wonder if this film is already out in dvd because it must be seen in widescreen version saw this film in the late fifties maybe three or four times and never since then forgot iti remember it was one of the first warner like cinemas cope features process called warnerscope which gave a very neat cinematography shelley winters and jack palance deserved an oscar for their performancesthe only thing i could criticize is not having been directed by someone like say nicholas ray to increase its rhythm and tension,1
the ali g character works brilliantly within the confines of a comedy show but as a movie it doesnt work in the same waydont get me wrong this is a very funny movie full of biting witty dialogue that caricatures the modern british chav wonderfully well whilst providing the viewer with a hilarious if unrealistic storyone problem with this film is that the script and content is either fantastically brilliant or its embarrassing to watch when i say embarrassing i dont mean funny embarrassing a la office or extras but rather youll wish they hadnt included it in the final cut one example of this is the inclusion of a music video after the film has ended to the tune of this is how we do it whenever i watch the film i stop the dvd when it says the end and leave it at thatoverall ali g indahouse is a good film worth watching a couple of times the script is enjoyable to an extent and there are no issues as far as acting goes however refinement is the key word hereali g is a better television programme borat is a better film,1
another son of sam is definitely not an oscar winner technically its horrible the acting is not too good either but there is something about it that makes you want to watch more sort of like a car wreck the ridiculous closeups of the killers eyes are more funny than anything if you are looking for a scarethis aint the flick for you its very obscure and nearly impossible to find im sure theres a reason for that for a while it was titled hostage it dont matter what you call it its still a poor choice for entertainment it might be good for a mst party or something can you believe they would use such a title as another son of sam if that dont have exploitation written all over it ill eat my hat i remember when this was shot in belmont nc a lot of local personalities were used as talent,0
a matter of life and death what can you really say that would properly do justice to the genius and beauty of this film powell and pressburgers visual imagination knows no bounds every frame is filled with fantastically bold compositions the switches between the bold colours of the real world to the stark black and white of heaven is ingenious showing us visually just how much more vibrant life is the final court scene is also fantastic as the judge and jury descend the stairway to heaven to hold court over peter david nivens operation all of the performances are spot on roger livesey being a standout and the romantic energy of the film is beautiful never has there been a more romantic film than this if there has i havent seen it a matter of life and death is all about the power of love and just how important life is and jack cardiffs cinematography is reason enough to watch the film alone the way he lights kim hunters face makes her all the more beautiful what a genius he can make a simple things such as a game of table tennis look exciting and the sound design is also impeccable the way the sound mutes at vital points was a decision way ahead of its timethis is a true classic that can restore anyones faith in cinema under appreciated on its initial release and by todays audiences but one of my all time favourites which is why i give this film a in a word beautiful,1
